ProjID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectYearStarted,ProjectYearEnded,ProjectPI,OutputTitle,OutputBiblio,OutputType,OutputStatus,OutputVenue,OutputYear,OutputMonth,OutputVolume,OutputNumber,OutputPages
797,Completed,Answering the race question,Minnesota,2010,2015,Carolyn A Liebler,Intergenerational Transmission of Race: Permeable Boundaries between 1970 and 2010,"Liebler, Carolyn A., and Marie DeRousse-Wu. 2012. “Intergenerational Transmission of Race: Permeable Boundaries between 1970 and 2010.” Center for Economic Studies Discussion Paper CES-12-24. [RDC]",WP,PB,Center for Economic Studies,2012,,, 12-24,
797,Completed,Answering the race question,Minnesota,2010,2015,Carolyn A Liebler,The Case of the Missing Ethnicity: Indians Without Tribes in the 21st Century,"Liebler, Carolyn A., and Meghan Zacher. 2011. “The Case of the Missing Ethnicity: Indians Without Tribes in the 21st Century.” Center for Economic Studies Discussion Paper CES-11-17. [RDC]",WP,PB,Center for Economic Studies,2011,,, 11-17,
797,Completed,Answering the race question,Minnesota,2010,2015,Carolyn A Liebler,"On the Boundaries of Race: Identification of Mixed-Heritage Children in the United States, 1960 to 2010","Liebler, Carolyn A. 2016. “On the Boundaries of Race: Identification of Mixed-Heritage Children in the United States, 1960 to 2010.” Sociology of Race and Ethnicity 2: 548-568. [RDC]",JA,PB,Sociology of Race and Ethnicity,2016,,2,,548-568
797,Completed,Answering the race question,Minnesota,2010,2015,Carolyn A Liebler,More than a Million New American Indians in 2000: Who Are They?,"Liebler, Carolyn A., and Timothy Ortyl. 2013. “More than a Million New American Indians in 2000: Who Are They?” Center for Economic Studies Discussion Paper 13-02. [RDC]",WP,PB,Center for Economic Studies,2013,,, 13-02,
797,Completed,Answering the race question,Minnesota,2010,2015,Carolyn A Liebler,American Indians Without Tribes in the Twenty-First Century,"Liebler, Carolyn A., and Meghan Zacher. 2013. “American Indians Without Tribes in the Twenty-First Century.” Ethnic and Racial Studies 36: 1910-1934. [RDC]",JA,PB,Ethnic and Racial Studies,2013,,36,,1910-1934
797,Completed,Answering the race question,Minnesota,2010,2015,Carolyn A Liebler,More than One Million New American Indians in 2000: Who Are They?,"Liebler, Carolyn A., and Timothy Ortyl. 2014. “More than One Million New American Indians in 2000: Who Are They?” Demography 51: 1101-1130. [RDC]",JA,PB,Demography,2014,,51,,1101-1130
798,Completed,New Rural Employers and their First Employees,Chicago,2010,2014,Charles M Tolbert,"College Graduates, Local Retailers, and Community Belonging in the United States","Stroope, Samuel, Aaron B. Franzen, Charles M. Tolbert, and F. Carson Mencken. 2014. “College Graduates, Local Retailers, and Community Belonging in the United States.” Sociological Spectrum 34: 143-162. [RDC]",JA,PB,Sociological Spectrum,2014,,34,,143-162
800,Completed,Public Subsidies and Higher Education,Michigan,2010,2015,Isaac N McFarlin,Do Public Tuition Subsidies Promote College Enrollment? Evidence from Community College Taxing Districts in Texas,"Martorell, Paco, Brian McCall, and Isaac McFarlin. 2014. “Do Public Tuition Subsidies Promote College Enrollment? Evidence from Community College Taxing Districts in Texas.” Center for Economic Studies Discussion Paper 14-32. [RDC] ",WP,PB,Center for Economic Studies,2014,,, 14-32,
802,Completed,Disability Insurance and Employment Decisions,Michigan,2013,2018,John Bound,Effect of New Psychotropic Pharmaceuticals on Disability Insurance Applications: Evidence from Matched SIPP/Administrative Data,"VanDerwerken, A. (2015) “Effect of New Psychotropic Pharmaceuticals on Disability Insurance Applications: Evidence from Matched SIPP/Administrative Data.” Disability Determination Process Project Report, Policy Research Institute.",RE,PB,Policy Research Institute,2015,,,,
802,Completed,Disability Insurance and Employment Decisions,Michigan,2013,2018,John Bound,"Essays on the  Labor Market, Public Policy, and
Economic Opportunity","Timpe, Brenden. 2019. Essays on the  Labor Market, Public Policy, and
Economic Opportunity. Ph.D. Dissertation. University of Michigan",DI,PB,University of Michigan,2019,,,,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,Does Human Capital Specificity Affect Employer Capital Structure? Evidence from a Natural Experiment,"Kim, Hyunseob. 2012. “Does Human Capital Specificity Affect Employer Capital Structure? Evidence from a Natural Experiment.” Duke University, Fuqua School of Business mimeo.",MI,UP,,2012,,,,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,Strong Employers and Weak Employees: How Does Employer Concentration Affect Wages?,"Benmelech, Efraim, Nittai K. Bergman, and Hyunseob Kim, “Strong Employers and Weak Employees: How Does Employer Concentration Affect Wages?” Center for Economic Studies Discussion Paper 18-15.",WP,PB,Center for Economic Studies,2018,,,18-15,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,"The Real Effects of Hedge Fund Activism: Productivity, Asset Allocation, and Labor Outcomes","Brav, Alon, Wei Jiang, and Hyunseob Kim. 2015. “The Real Effects of Hedge Fund Activism: Productivity, Asset Allocation, and Labor Outcomes.” Review of Financial Studies 28: 2723-2769.  ",JA,PB,Review of Financial Studies,2015,,28,,2723-2769
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,How Does Labor Market Size Affect Firm Capital Structure? Evidence from Large Plant Openings,"Kim, Hyunseob, 2020. ""How does labor market size affect firm capital structure? Evidence from large plant openings,"" Journal of Financial Economics, Elsevier, vol. 138(1), pages 277-294.",JA,PB,Journal of Financial Economics,2015,,138,,277-294
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,The Employee Costs of Corporate Bankruptcy,"Graham, John Robert and Kim, Hyunseob and Li, Si and Qiu, Jiaping, Employee Costs of Corporate Bankruptcy (June 25, 2021). Available at SSRN: https://ssrn.com/abstract=2276753 or http://dx.doi.org/10.2139/ssrn.2276753",MI,UP,,2021,June,,,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,"The Real Effects of Hedge Fund Activism: Productivity, Risk, and Product Market Competition","Brav, Alon, Wei Jiang, and Hyunseob Kim. 2011. “The Real Effects of Hedge Fund Activism: Productivity, Risk, and Product Market Competition.” NBER Working Paper No. 17517.  ",WP,PB,NBER,2011,,,17517,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,Why Did Rent-Sharing Vanish in the U.S.?,"Benmelech, Efraim, Nittai Bergman, and Hyunseob Kim, 2017, “Why Did Rent-Sharing Vanish in the U.S.?”  Mimeo.",MI,UP,,2017,,,,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,Human Capital Loss in Corporate Bankruptcy,"Graham, John R., Hyunseob Kim, Si Li, and Jiaping Qiu. 2013. “Human Capital Loss in Corporate Bankruptcy.” Center for Economic Studies Discussion Paper 13-37.  ",WP,PB,Center for Economic Studies,2013,,,13-37,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,The Labor Impact of Corporate Bankruptcy,"Graham, John R., Hyunseob Kim, Si Li, and Jiaping Qiu. 2015. “The Labor Impact of Corporate Bankruptcy.” Duke University mimeo. [RDC]  ",MI,UP,Duke University,2015,,,,
808,Completed,Corporate Restructuring and Human Capital,Triangle,2010,2018,John R Graham,Employee Costs of Corporate Bankruptcy,"Graham, John R., Hyunseob Kim, Si Li, and Jiaping Qiu, 2019, “The Employee Costs of Corporate Bankruptcy.”  NBER Working Paper 25922. (this supersedes “Human Capital Loss in Corporate Bankruptcy,” Center for Economic Studies Discussion Paper CES-13-37)",WP,PB,NBER,2019,,,25922,
811,Completed,Mergers and Acquisitions in a Vertically Integrated Industry:  The Case of Poultry Processing,Triangle,2010,2015,Xiaoyong Zheng,The Dynamics of the U.S. Broiler Industry,"Weng, Tengying. 2013. “The Dynamics of the U.S. Broiler Industry.” Ph.D. dissertation, North Carolina State University. [RDC]",DI,PB,North Carolina State University,2013,,,,
811,Completed,Mergers and Acquisitions in a Vertically Integrated Industry:  The Case of Poultry Processing,Triangle,2010,2015,Xiaoyong Zheng,The Effects of Productivity and Demand-Specific Factors on Plant Survival and Ownership Change in the U.S. Poultry Industry,"Weng, Tengying, Tomislav Vukina, and Xiaoyong Zheng. 2015. “The Effects of Productivity and Demand-Specific Factors on Plant Survival and Ownership Change in the U.S. Poultry Industry.” Center for Economic Studies Discussion Paper 15-20. [RDC]",WP,PB,Center for Economic Studies,2015,,, 15-20,
811,Completed,Mergers and Acquisitions in a Vertically Integrated Industry:  The Case of Poultry Processing,Triangle,2010,2015,Xiaoyong Zheng,Productivity or Demand: Determinants of Plant Survival and Ownership Change in the U.S. Poultry Industry,"Weng, Tengying, Tomislav Vukina, and Xiaoyong Zheng. 2015. “Productivity or Demand: Determinants of Plant Survival and Ownership Change in the U.S. Poultry Industry.” Applied Economic Perspectives and Policy 37: 151-175. [RDC]",JA,PB,Applied Economic Perspectives and Policy,2015,,37,,151-175
812,Completed,Community Circumstances of Disconnected Single Mothers,Baruch,2010,2012,Andrea Hetling,Income Packaging and Economic Disconnection: Do Sources of Support Differ from Other Low-Income Women?,"Hetling, Andrea, Jinwoo Kwon, and Elizabeth Mahn. 2013. “Income Packaging and Economic Disconnection: Do Sources of Support Differ from Other Low-Income Women?” Center for Economic Studies Discussion Paper 13-61. [RDC]  ",WP,PB,Center for Economic Studies,2013,,, 13-61,
812,Completed,Community Circumstances of Disconnected Single Mothers,Baruch,2010,2012,Andrea Hetling,Moving In and Out of Welfare and Work: The Influence of Regional Socioeconomic Circumstances on Economic Disconnection among Low-Income Single Mothers,"Hetling, Andrea. 2017. “Moving In and Out of Welfare and Work: The Influence of Regional Socioeconomic Circumstances on Economic Disconnection among Low-Income Single Mothers.” Urban Affairs Review. 31(4).",JA,PB,Urban Affairs Review,2017,,31,4,
812,Completed,Community Circumstances of Disconnected Single Mothers,Baruch,2010,2012,Andrea Hetling,Income Packaging Strategies of Economically Disconnected Women and Implications for Social Policy and Practice,"Hetling, Andrea, Jinwoo Kwon, and Elizabeth Mahn. 2014. “Income Packaging Strategies of Economically Disconnected Women and Implications for Social Policy and Practice.” Journal of Sociology and Social Welfare 41: 85-113. [RDC]",JA,PB,Journal of Sociology and Social Welfare,2014,,41,,85-113
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,How Transferable Is Human Capital? Evidence from Spinout Performance,"Sakakibara, Mariko and Natarajan Balasubramanian. 2020. ""How Transferable Is Human Capital? Evidence from Spinout Performance."" Academy of Management Proceedings. 2020:1. ",WP,PB,Academy of Management Proceedings,2020,,2020,1,
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,Enforcing Covenants Not to Compete: The Life-Cycle Impact on New Firms,"Starr, Evan, Natarajan Balasubramanian, and Mariko Sakakibara. 2014. “Enforcing Covenants Not to Compete: The Life-Cycle Impact on New Firms.” Center for Economic Studies Discussion Paper 14-27. ",WP,PB,Center for Economic Studies,2014,,,14-27,
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,Selection in the Incidence and Performance of Spinouts,"Sakakibara, Mariko, and Natarajan Balasubramanian. 2015. “Selection in the Incidence and Performance of Spinouts.” Academy of Management Proceedings: 16934. [RDC]     ",WP,PB,Academy of Management Proceedings,2015,,,,16934
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,Three Essays on Covenants Not to Compete,"Starr, Evan. 2014. Three Essays on Covenants Not to Compete. Ph.D. Dissertation. University of Michigan.",DI,PB,University of Michigan,2014,,,,
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,"Screening Spinouts? How Noncompete Enforceability Affects the Creation, Growth, and Survival of New Firms","Starr, Evan, Natarajan Balasubramanian, and Mariko Sakakibara, “Screening Spinouts? How Noncompete Enforceability Affects the Creation, Growth, and Survival of New Firms,” Management Science, 2018, 64:552-572.",JA,PB,Management Science,2018,,64,,552-572
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,Spinout Formation: Do Opportunities and Constraints Benefit High Capital Founders?,"Balasubramanian, Natarajan, and Mariko Sakakibara. 2015. “Spinout Formation: Do Opportunities and Constraints Benefit High Capital Founders?“ Center for Economic Studies Discussion Paper 15-07.",WP,PB,Center for Economic Studies,2015,,,15-07,
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,Locked In? The Enforceability of Covenants Not to Compete and the Careers of High-Tech Workers,"Balasubramanian, Natarajan, Jin Woo Chang, Mariko Sakakibara, Jagadeesh Sivadasan, and Evan Starr. “Locked In? The Enforceability of Covenants Not to Compete and the Careers of High-Tech Workers.” Journal of Human Resources, 2022, 57, S349-S396.",JA,PB,Journal of Human Resources,2022,,57,, S349-S396
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,Incidence and Performance of Spinouts and Incumbent New Ventures: Role of Selection and Redeployability within Parent Firms,"Balasubramanian, Natarajan, and Mariko Sakakibara. 2021. “Incidence and Performance of Spinouts and Incumbent New Ventures: Role of Selection and Redeployability within Parent Firms,"" Mimeo.",MI,UP,,2021,,,,
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,"Human Capital, Parent Size, and the Destination Industry of Spinouts","Sakakibara, Mariko and Natarajan Balasubramanian, ""Human Capital, Parent Size, and the Destination Industry of Spinouts,"" Strategic Management Journal, 2020, 41: 815-840.",JA,PB,Strategic Management Journal,2020,,41,,815-840
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,Human Capital of Spinouts,"Balasubramanian, Natarajan, and Mariko Sakakibara. 2015. “Human Capital of Spinouts.” Center for Economic Studies Discussion Paper 15-06.",WP,PB,Center for Economic Studies,2015,,,15-06,
815,Completed,Understanding Employee Entrepreneurship,UCLA,2010,2021,Mariko Sakakibara,"Creation, Growth, and Destruction: The Life-Cycle Impact of Enforcing Covenants Not to Compete on Spin-Outs and Other New Ventures","Starr, Evan, Natarajan Balasubramanian, and Mariko Sakakibara. 2013 “Creation, Growth, and Destruction: The Life-Cycle Impact of Enforcing Covenants Not to Compete on Spin-Outs and Other New Ventures.” University of Michigan mimeo. [RDC] ",MI,UP,,2013,,,,
820,Completed,The Role of Agents and Brokers in the Market for Health Insurance - An Analysis of MEPS-IC,Minnesota,2010,2013,Pinar N Karaca-Mandic,The Role of Agents and Brokers in the Market for Health Insurance,"Karaca-Mandic, Pinar, Roger Feldman, and Peter Graven, “The Role of Agents and Brokers in the Market for Health Insurance,” Journal of Risk and Insurance, 2018, 85:7-34. [RDC]",JA,PB,Journal of Risk and Insurance,2018,,85,,7-34
828,Completed,Does Organizational Innovation Complement Technology Adoption?,Boston,2018,2022,Kristina S Steffenson McElheran,Physician Practice Organization and Negotiated Prices: Evidence from State Law Changes,"Hausman, Naomi, and Kurt Lavetti. 2021. ""Physician Practice Organization and Negotiated Prices: Evidence from State Law Changes."" American Economic Journal: Applied Economics, 13 (2): 258-96. DOI: 10.1257/app.20180078",JA,PB,American Economic Journal: Applied Economics,2021,April,13,2,258-96
832,Completed,The Emergence of Wage Discrimination in US Manufacturing,Chicago,2010,2012,Joyce Burnette,Testing for Wage Discrimination in U.S. Manufacturing,"Burnette, Joyce. 2012. “Testing for Wage Discrimination in U.S. Manufacturing.” Center for Economic Studies Discussion Paper CES-12-23. [RDC]",WP,PB,Center for Economic Studies,2012,,, 12-23,
832,Completed,The Emergence of Wage Discrimination in US Manufacturing,Chicago,2010,2012,Joyce Burnette,The Emergence of Wage Discrimination in U.S. Manufacturing,"Burnette, Joyce. 2011. “The Emergence of Wage Discrimination in U.S. Manufacturing.” Center for Economic Studies Discussion Paper CES-11-18. [RDC]",WP,PB,Center for Economic Studies,2011,,, 11-18,
832,Completed,The Emergence of Wage Discrimination in US Manufacturing,Chicago,2010,2012,Joyce Burnette,The Paradox of Progress: The Emergence of Wage Discrimination in U.S. Manufacturing,"Burnette, Joyce. 2015. “The Paradox of Progress: The Emergence of Wage Discrimination in U.S. Manufacturing.” European Review of Economic History 19: 128-148. [RDC]",JA,PB,European Review of Economic History,2015,,19,,128-148
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015,Yue M Zhou,Offshoring Production while Offshoring Pollution?,"Li, Xiaoyang, and Yue M. Zhou. 2016. “Offshoring Production while Offshoring Pollution?” Center for Economic Studies Discussion Paper 16-09. [RDC]",WP,PB,Center for Economic Studies,2016,,, 16-09,
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015,Yue M Zhou,Offshoring Production or Offshoring Pollution?,"Li, Xiaoyang, and Yue Maggie Zhou. 2014. “Offshoring Production or Offshoring Pollution?” Ross School of Business Paper No. 1253. [RDC]",WP,PB,"University of Michigan, Ross School of Business",2014,,,1253,
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015,Yue M Zhou,Offshoring Pollution while Offshoring Production,"Li, Xiaoyang, and Yue Maggie Zhou. 2017. “Offshoring Pollution while Offshoring Production.” Strategic Management Journal 38: 2310-2329. [RDC]",JA,PB,Strategic Management Journal,2017,,38,,2310-2329
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015,Yue M Zhou,"Public vs. Private Firms: Energy Efficiency, Toxic Emissions and Abatement Spending","Sampson, Rachelle C., and Yue Maggie Zhou, “Public vs. Private Firms: Energy Efficiency, Toxic Emissions and Abatement Spending,” In Advances in Strategic Management: Sustainability, Stakeholder Governance and Corporate Social Responsibility, Emerald Publishing Limited, 2018. [RDC]",BC,PB,"In Advances in Strategic Management: Sustainability, Stakeholder Governance and Corporate Social Responsibility, Emerald Publishing Limited",2018,,,,
844,Completed,"Geographic Deregulation of U.S. Banking, Market Selection, and Economic Growth",Triangle,2011,2016,Joel Melendez-Lugo,"Access to Credit, Market Selection, and Economic Growth","Melendez-Lugo, Joel. 2012. “Access to Credit, Market Selection, and Economic Growth.” Ph.D. dissertation, University of Houston. [RDC]",DI,PB,University of Houston,2012,,,,
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Entrepreneurial Teams' Acquisition of Talent: A Two-Sided Approach,"Honoré, Florence. 2017. “Entrepreneurial Teams' Acquisition of Talent: A Two-Sided Approach.” Academy of Management Proceedings. Vol. 2016, No. 1",WP,PB,Academy of Management Proceedings,2017,,2016,1,
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,"Employee Mobility, Employee Entrepreneurship, and Employee Value Capture: Labor Market Frictions and the Impact of Social Comparison Costs on Compensation","Olson, Daniel M. 2018. Employee Mobility, Employee Entrepreneurship, and Employee Value Capture: Labor Market Frictions and the Impact of Social Comparison Costs on Compensation. Ph.D. dissertation, University of Maryland.",DI,PB,University of Maryland,2018,,,,
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Entrepreneurial teams' acquisition of talent: Evidence from technology manufacturing industries using a two-sided approach,"Honoré, F, Ganco, M. Entrepreneurial teams' acquisition of talent: Evidence from technology manufacturing industries using a two-sided approach. Strat Mgmt J. 2023; 44: 141– 170.",JA,PB,Strategic Management Journal,2023,,44,,141-170
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Signals or Shackles? The Effect of Patents on Inventor Mobility and Entrepreneurship ,"Frake, Justin. 2017. Signals or Shackles? The Effect of Patents on Inventor Mobility and Entrepreneurship. Mimeo.",MI,UP,,2017,,,,
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Entrepreneurial Teams' Human Capital: From its Formation to its Impact on the Performance of Technological New Ventures,"Honore, Florence. 2015. “Entrepreneurial Teams’ Human Capital: From its Formation to its Impact on the Performance of Technological New Ventures.” Ph.D. dissertation, University of Minnesota. [RDC]",DI,PB,University of Minnesota,2015,,,,
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,From Common Ground to Breaking New Ground: Founding Team's Prior Shared Experience and Start-Up Performance,"Honore, Florence. 2014. “From Common Ground to Breaking New Ground: Founding Team's Prior Shared Experience and Start-Up Performance.” Center for Economic Studies Discussion Paper 14-39. [RDC] ",WP,PB,Center for Economic Studies,2014,,, 14-39,
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Joining Forces: How Can Founding Members’ Prior Experience Variety and Shared Experience Increase Startup Survival?,"Honoré, F. 2022. Joining Forces: How Can Founding Members’ Prior Experience Variety and Shared Experience Increase Startup Survival? Academy of Management Journal 65(1): 248–272.",JA,PB,Academy of Management Journal,2022,February,65,1,248-272
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Essays on Awards and Achievement,"Frake, Justin. 2018. Essays on Awards and Achievement. Ph.D. dissertation, University of Maryland.",DI,PB,University of Maryland,2018,,,,
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,All in the Tails? Pre-Entry Knowledge and the Distribution of Startup Performance,"Agarwal R, Carnahan S, Campbell BA, Choi J. All in the Tails? Pre-Entry Knowledge and the Distribution of Startup Performance. Mimeo",MI,UP,,2023,,,,
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021,Gordon M Phillips,Can the Unemployed Borrow? Implications for Public Insurance,"Braxton, J. Carter & Gordon Phillips & Kyle Herkenhoff, 2018. ""Can the Unemployed Borrow? Implications for Public Insurance,"" 2018 Meeting Papers 564, Society for Economic Dynamics.",WP,PB,Society for Economic Dynamics,2018,,,564,
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021,Gordon M Phillips,The Impact of Consumer Credit Access on Self-Employment and Entrepreneurship,"Herkenhoff, Kyle, Gordon M. Phillips, Ethan Cohen-Cole, “The Impact of Consumer Credit Access on Self-Employment and Entrepreneurship,” Tuck School of Business mimeo, 2018. [RDC]",MI,UP,Tuck School of Business,2018,,,,
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021,Gordon M Phillips,"Credit Markets, Resource Allocation and Aggregate Industry Productivity","Bai, John, Daniel R. Carvalho, and Gordon M. Phillips. 2015. “Credit Markets, Resource Allocation and Aggregate Industry Productivity.” University of Southern California mimeo. [RDC]",MI,UP,University of Southern California,2015,,,,
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021,Gordon M Phillips,"The Impact of Consumer Credit Access on Employment, Earnings and Entrepreneurship","Herkenhoff, Kyle, Gordon Phillips, and Ethan Cohen-Cole. 2016. “The Impact of Consumer Credit Access on Employment, Earnings and Entrepreneurship.” NBER Working Paper No. 22846. [RDC]",WP,PB,NBER,2016,,, 22846,
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021,Gordon M Phillips,"How Credit Constraints Impact Job Finding Rates, Sorting and Aggregate Output","Herkenhoff, Kyle, Gordon Phillips, and Ethan Cohen-Cole. 2016. “How Credit Constraints Impact Job Finding Rates, Sorting and Aggregate Output.” Center for Economic Studies Discussion Paper 16-25. [RDC]",WP,PB,Center for Economic Studies,2016,,, 16-25,
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021,Gordon M Phillips,The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity,"Bai, John (Jianqiu), Daniel Carvalho, and Gordon M. Phillips, “The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity,” Journal of Finance, 2018, 73:2787-2836. [RDC]",JA,PB,Journal of Finance,2018,,73,,2787-2836
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021,Gordon M Phillips,Public and Private Merger Waves,"Maksimovic, Vojislav, Gordon Phillips, and Liu Yang. 2013. “Public and Private Merger Waves.” Journal of Finance 68: 2177-2217.",JA,PB,Journal of Finance,2013,,68,,2177-2217
859,Completed,Firm Level Adjustment of U.S. Food Firms to Globalization,Penn State,2016,2019,Pinar Celikkol Geylani,Productivity Growth and Efficiency Analysis in US Food Manufacturing Industry: Exporters and Firm-level Characteristics,"Geylani, Pinar Celikkol. 2020. ""Productivity Growth and Efficiency Analysis in US Food Manufacturing Industry: Exporters and Firm-level Characteristics."" Mimeo",MI,UP,,2020,,,,
859,Completed,Firm Level Adjustment of U.S. Food Firms to Globalization,Penn State,2016,2019,Pinar Celikkol Geylani,"Efficiency and Productivity Growth in US Food Manufacturing Industries: Exporters, Ownership Changes and Firm Characteristics","Geylani, Pinar Celikkol. March 2023. ""Efficiency and Productivity Growth in US Food Manufacturing Industries: Exporters, Ownership Changes and Firm Characteristics."" Mimeo.",MI,UP,,2023,March,,,
860,Completed,The effect of shipping costs on product quality choices,Chicago,2012,2016,Jonathan I Dingel,The Determinants of Quality Specialization,"Dingel, Jonathan. 2017. “The Determinants of Quality Specialization.” Review of Economic Studies 84: 1551-1582. [RDC]",JA,PB,Review of Economic Studies,2017,,84,,1551-1582
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016,Keren M Horn,Has Falling Crime Invited Gentrification?,"Ellen, Ingrid Gould, Keren Mertens Horn, and Davin Reed. 2017. “Has Falling Crime Invited Gentrification?” Center for Economic Studies Discussion Paper 17-27. [RDC]",WP,PB,Center for Economic Studies,2017,,, 17-27,
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016,Keren M Horn,Do Homeowners Mark to Market? A Comparison of Self-Reported and Market-Based Home Value Estimates During the Housing Boom and Bust,"Chan, Sewin, Samuel Dastrup, and Ingrid G. Ellen. 2013. “Do Homeowners Mark to Market? A Comparison of Self-Reported and Market-Based Home Value Estimates During the Housing Boom and Bust.” New York University mimeo. [RDC]",MI,UP,New York University,2013,,,,
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016,Keren M Horn,School Accountability and Residential Location Patterns: Evaluating the Unintended Consequences of No Child Left Behind,"Horn, Keren Mertens. 2017. “School Accountability and Residential Location Patterns: Evaluating the Unintended Consequences of No Child Left Behind.” Center for Economic Studies Discussion Paper 17-28. [RDC]",WP,PB,Center for Economic Studies,2017,,, 17-28,
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016,Keren M Horn,Urban Pioneers: Why Do Higher Income Households Choose Lower Income Neighborhoods?,"Ellen, Ingrid, Keren Horn, and Katherine O’Regan. 2011. “Urban Pioneers: Why Do Higher Income Households Choose Lower Income Neighborhoods?” New York University mimeo. [RDC]",MI,UP,New York University,2011,,,,
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016,Keren M Horn,Do Housing Choice Voucher Holders Live Near Good Schools?,"Horn, Keren Mertens, Ingrid Gould Ellen, and Amy Ellen Schwartz. 2014. “Do Housing Choice Voucher Holders Live Near Good Schools?” Journal of Housing Economics 23: 28-40. [RDC] ",JA,PB,Journal of Housing Economics,2014,,23,,28-40
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016,Keren M Horn,Why Do Higher-Income Households Choose Low-Income Neighbourhoods? Pioneering or Thrift?,"Ellen, Ingrid Gould, Keren Mertens Horn, and Katherine M. O’Regan. 2013. “Why Do Higher-Income Households Choose Low-Income Neighbourhoods? Pioneering or Thrift?” Urban Studies 50: 2478-2495. [RDC]",JA,PB,Urban Studies,2013,,50,,2478-2495
